age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
42,blue-collar,married,primary,no,792,yes,yes,cellular,19,611,2,175,12,other,no
48,technician,divorced,tertiary,no,907,no,yes,cellular,4,103,1,-1,0,unknown,no
33,technician,divorced,tertiary,no,2558,no,no,cellular,7,680,2,367,2,failure,no
39,blue-collar,married,secondary,no,72,yes,no,unknown,7,425,6,-1,0,unknown,no
44,admin.,married,secondary,no,-314,no,no,cellular,18,144,3,-1,0,unknown,no
53,retired,divorced,secondary,no,84,no,no,cellular,23,336,1,-1,0,unknown,no
31,technician,single,secondary,no,846,no,no,cellular,26,405,3,205,2,failure,yes
32,management,single,tertiary,no,2983,yes,no,cellular,12,268,1,102,1,failure,no
33,technician,single,secondary,no,-32,no,no,cellular,25,196,12,-1,0,unknown,no
29,student,married,tertiary,no,10596,yes,no,cellular,12,143,1,-1,0,unknown,no
26,management,single,secondary,no,651,no,yes,cellular,5,84,1,-1,0,unknown,no
52,admin.,married,secondary,no,4233,no,no,unknown,11,158,2,-1,0,unknown,no
62,housemaid,married,tertiary,no,1528,no,no,cellular,14,496,1,-1,0,unknown,yes
58,blue-collar,married,primary,no,3109,no,no,cellular,29,295,1,287,4,success,yes
35,blue-collar,married,primary,no,2281,yes,no,cellular,18,126,2,362,1,other,no
31,unemployed,single,primary,no,1,no,no,cellular,2,19,6,-1,0,unknown,no
60,retired,married,primary,no,1588,no,no,cellular,6,728,1,-1,0,unknown,yes
47,technician,divorced,secondary,no,22,no,no,cellular,18,17,6,-1,0,unknown,no
27,blue-collar,married,secondary,no,0,yes,no,unknown,13,296,1,-1,0,unknown,no
48,blue-collar,married,secondary,no,705,no,no,unknown,13,108,2,-1,0,unknown,no
26,technician,single,tertiary,no,172,no,yes,telephone,4,21,1,140,4,other,no
33,management,married,tertiary,no,287,yes,no,cellular,15,199,2,274,3,other,no
54,blue-collar,divorced,primary,no,-182,no,no,cellular,9,98,1,-1,0,unknown,no
32,management,single,tertiary,no,710,no,no,cellular,5,683,2,-1,0,unknown,no
45,management,married,secondary,no,0,no,no,unknown,5,65,2,-1,0,unknown,no
30,unknown,single,unknown,no,6929,no,no,cellular,19,341,1,-1,0,unknown,no
44,admin.,married,secondary,no,14,no,yes,unknown,30,827,5,-1,0,unknown,no
30,student,single,unknown,no,145,no,no,cellular,5,96,3,175,1,failure,no
32,technician,married,tertiary,no,0,no,no,cellular,22,277,3,-1,0,unknown,no
43,housemaid,divorced,primary,no,0,no,no,unknown,11,643,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,908,yes,no,unknown,20,1663,1,-1,0,unknown,yes
53,technician,divorced,secondary,no,28,no,no,cellular,27,293,9,-1,0,unknown,no
48,blue-collar,single,secondary,no,-367,yes,no,cellular,10,281,1,-1,0,unknown,no
44,management,married,tertiary,no,1033,yes,no,unknown,15,71,1,-1,0,unknown,no
33,management,married,tertiary,no,0,no,no,cellular,13,244,2,-1,0,unknown,no
46,blue-collar,married,secondary,no,1673,yes,no,cellular,29,56,10,-1,0,unknown,no
43,unemployed,divorced,secondary,no,0,yes,no,cellular,24,229,2,-1,0,unknown,no
36,admin.,divorced,secondary,no,592,no,no,cellular,13,204,2,99,5,failure,yes
49,technician,married,primary,no,2343,yes,no,unknown,30,129,2,-1,0,unknown,no
59,management,married,tertiary,no,2365,no,yes,telephone,25,159,4,-1,0,unknown,no
25,admin.,single,secondary,no,0,no,yes,cellular,25,49,1,-1,0,unknown,no
76,retired,married,unknown,no,8919,no,no,cellular,28,231,1,-1,0,unknown,no
35,services,single,secondary,no,7242,no,no,telephone,20,215,3,-1,0,unknown,no
32,entrepreneur,married,tertiary,no,964,yes,no,cellular,22,370,2,-1,0,unknown,no
43,technician,single,tertiary,no,1017,yes,no,unknown,19,257,2,-1,0,unknown,no
54,housemaid,married,secondary,no,42,yes,no,unknown,13,514,5,-1,0,unknown,no
54,management,married,tertiary,no,184,no,no,cellular,6,13,6,-1,0,unknown,no
37,unknown,married,primary,no,808,no,no,unknown,5,228,2,-1,0,unknown,no
68,retired,divorced,secondary,no,4189,no,no,telephone,14,897,2,-1,0,unknown,yes
35,technician,married,secondary,no,353,no,no,cellular,28,17,9,-1,0,unknown,no
35,management,married,tertiary,no,2123,yes,no,cellular,21,249,3,-1,0,unknown,no
28,blue-collar,married,secondary,no,368,yes,no,cellular,9,174,7,-1,0,unknown,no
57,blue-collar,married,secondary,no,4597,yes,no,cellular,14,170,4,-1,0,unknown,no
48,unemployed,divorced,secondary,no,1266,yes,no,telephone,3,45,1,-1,0,unknown,no
32,services,single,secondary,no,38,yes,no,unknown,27,66,1,-1,0,unknown,no
66,retired,married,secondary,no,3473,no,no,cellular,14,441,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,1454,yes,no,cellular,12,323,1,182,4,success,yes
57,retired,married,unknown,no,-157,no,no,cellular,28,31,9,-1,0,unknown,no
39,technician,divorced,secondary,no,1222,yes,no,unknown,23,451,4,-1,0,unknown,no
33,management,single,tertiary,no,417,yes,no,cellular,4,170,2,87,1,failure,no
36,services,married,secondary,no,1981,no,no,unknown,17,48,2,-1,0,unknown,no
46,management,single,primary,no,538,no,no,unknown,17,118,3,-1,0,unknown,no
35,self-employed,married,tertiary,no,137,no,no,cellular,5,142,4,-1,0,unknown,no
46,blue-collar,married,primary,no,2093,no,no,unknown,5,128,2,-1,0,unknown,no
43,blue-collar,married,secondary,no,607,yes,no,unknown,26,172,2,-1,0,unknown,no
71,retired,divorced,secondary,no,3104,no,no,telephone,12,271,1,187,1,failure,no
41,services,married,unknown,no,88,yes,no,cellular,11,105,1,336,2,failure,no
57,entrepreneur,married,secondary,no,1179,no,no,cellular,19,189,2,-1,0,unknown,no
58,management,married,tertiary,no,3864,yes,no,cellular,15,815,4,-1,0,unknown,yes
53,blue-collar,married,secondary,yes,-634,no,no,cellular,19,695,3,-1,0,unknown,no
42,technician,married,secondary,no,682,yes,no,cellular,14,285,2,-1,0,unknown,no
48,management,divorced,tertiary,no,351,yes,no,cellular,7,725,3,-1,0,unknown,no
30,blue-collar,married,primary,no,5956,yes,yes,cellular,20,405,1,139,1,failure,no
30,student,single,secondary,no,3096,no,no,cellular,26,123,1,-1,0,unknown,no
66,retired,married,primary,no,1004,no,no,cellular,28,154,1,182,1,success,no
60,retired,married,tertiary,no,2194,yes,no,telephone,20,31,3,263,9,failure,no
45,management,married,secondary,no,1134,no,yes,cellular,9,102,4,-1,0,unknown,no
31,management,single,tertiary,no,471,no,no,cellular,29,153,2,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,189,no,no,cellular,2,253,2,-1,0,unknown,yes
49,blue-collar,married,primary,no,1387,yes,yes,unknown,9,161,2,-1,0,unknown,no
41,blue-collar,married,primary,no,-571,yes,yes,unknown,26,207,4,-1,0,unknown,no
28,technician,single,tertiary,no,4513,yes,no,unknown,27,167,3,-1,0,unknown,no
71,retired,married,tertiary,no,14220,yes,no,cellular,9,397,1,-1,0,unknown,yes
59,management,married,secondary,no,42,no,no,cellular,21,40,1,-1,0,unknown,no
58,self-employed,divorced,secondary,no,613,yes,no,unknown,8,154,2,-1,0,unknown,no
40,housemaid,married,secondary,no,163,no,no,cellular,13,158,7,-1,0,unknown,no
27,admin.,single,secondary,no,1,no,no,cellular,3,42,1,-1,0,unknown,no
67,retired,married,secondary,no,1146,no,no,cellular,13,187,2,-1,0,unknown,no
45,admin.,married,tertiary,no,2552,no,no,cellular,12,149,7,-1,0,unknown,no
32,technician,single,secondary,no,55,yes,no,cellular,18,185,1,-1,0,unknown,no
36,technician,married,secondary,no,1038,yes,no,telephone,14,42,3,-1,0,unknown,no
67,retired,divorced,secondary,no,704,no,no,cellular,6,613,1,87,3,success,yes
56,retired,married,tertiary,no,811,no,no,cellular,14,148,19,-1,0,unknown,no
30,technician,single,secondary,no,2573,yes,no,unknown,5,67,2,-1,0,unknown,no
27,admin.,single,secondary,no,-34,no,yes,cellular,21,171,2,-1,0,unknown,no
25,blue-collar,single,secondary,no,579,yes,no,unknown,28,225,4,-1,0,unknown,no
41,unemployed,married,tertiary,no,28,yes,no,cellular,4,358,2,-1,0,unknown,no
47,technician,married,secondary,no,17206,yes,no,cellular,19,125,4,-1,0,unknown,no
59,blue-collar,married,secondary,no,-1336,no,yes,cellular,7,450,2,-1,0,unknown,no
36,management,married,tertiary,no,125,yes,no,unknown,13,355,1,-1,0,unknown,no
52,technician,married,secondary,no,963,yes,no,unknown,29,74,2,-1,0,unknown,no
28,technician,single,tertiary,no,2269,yes,no,unknown,9,331,1,-1,0,unknown,no
30,technician,single,tertiary,no,419,yes,yes,unknown,28,299,3,-1,0,unknown,no
29,technician,married,secondary,no,1180,yes,no,cellular,17,367,3,323,3,failure,yes
41,blue-collar,married,secondary,no,343,yes,no,unknown,14,89,7,-1,0,unknown,no
45,blue-collar,married,primary,no,959,yes,no,unknown,15,463,1,-1,0,unknown,no
47,management,single,tertiary,no,255,no,yes,cellular,30,802,4,-1,0,unknown,yes
42,self-employed,married,secondary,no,2130,yes,yes,cellular,29,146,2,-1,0,unknown,no
35,services,married,secondary,no,-50,no,no,cellular,2,71,1,-1,0,unknown,no
34,technician,married,secondary,no,1,no,yes,unknown,25,53,1,-1,0,unknown,no
38,management,married,tertiary,yes,-1007,yes,yes,unknown,19,71,1,-1,0,unknown,no
36,unemployed,single,primary,no,4148,no,no,cellular,30,193,3,-1,0,unknown,no
35,technician,married,secondary,no,319,yes,no,unknown,8,74,1,-1,0,unknown,no
45,management,divorced,tertiary,no,-96,no,yes,cellular,20,95,2,-1,0,unknown,no
55,admin.,married,secondary,no,1633,no,no,cellular,11,210,1,192,2,success,yes
40,technician,single,secondary,no,572,no,no,cellular,21,971,2,-1,0,unknown,no
40,blue-collar,married,secondary,no,617,yes,no,cellular,5,257,1,-1,0,unknown,no
53,admin.,divorced,secondary,no,315,yes,no,unknown,5,181,2,-1,0,unknown,no
54,blue-collar,married,secondary,no,1288,yes,no,unknown,14,170,1,-1,0,unknown,no
33,blue-collar,single,primary,no,863,yes,no,telephone,13,622,3,-1,0,unknown,yes
33,student,married,tertiary,no,3214,no,no,cellular,20,60,1,-1,0,unknown,no
44,management,divorced,tertiary,no,0,no,no,cellular,10,71,1,-1,0,unknown,no
40,entrepreneur,married,secondary,no,6403,no,no,cellular,22,208,2,-1,0,unknown,yes
54,retired,divorced,primary,no,308,yes,no,cellular,14,248,3,-1,0,unknown,no
26,management,married,tertiary,no,243,no,no,cellular,26,482,1,-1,0,unknown,yes
22,student,single,secondary,no,552,no,no,cellular,1,327,1,-1,0,unknown,yes
39,admin.,divorced,secondary,no,765,no,no,unknown,9,155,3,-1,0,unknown,no
49,blue-collar,married,primary,no,364,no,no,cellular,4,134,1,-1,0,unknown,no
51,management,married,tertiary,no,2635,no,no,cellular,1,181,1,98,2,failure,yes
37,technician,married,tertiary,no,0,no,no,cellular,20,53,3,-1,0,unknown,no
48,management,married,tertiary,no,0,no,no,cellular,28,16,16,-1,0,unknown,no
49,management,married,tertiary,no,3022,no,no,unknown,19,38,1,-1,0,unknown,no
31,services,married,secondary,no,1167,yes,yes,cellular,20,279,1,-1,0,unknown,no
34,technician,married,secondary,no,46,yes,yes,unknown,3,412,1,-1,0,unknown,no
31,management,single,tertiary,no,924,no,no,cellular,27,172,1,-1,0,unknown,yes
32,blue-collar,married,secondary,no,517,yes,no,unknown,5,528,1,-1,0,unknown,no
35,blue-collar,single,primary,no,293,yes,no,unknown,30,521,2,-1,0,unknown,no
35,services,married,secondary,no,1047,yes,no,cellular,20,95,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,1545,yes,yes,cellular,13,207,1,-1,0,unknown,no
40,blue-collar,married,primary,no,1698,yes,yes,unknown,3,240,5,-1,0,unknown,no
35,management,married,tertiary,no,0,no,no,cellular,11,89,1,-1,0,unknown,no
50,management,married,secondary,no,732,no,no,cellular,7,736,7,-1,0,unknown,no
32,blue-collar,married,secondary,no,0,no,no,cellular,10,269,1,-1,0,unknown,no
53,entrepreneur,divorced,tertiary,no,81,yes,no,cellular,6,178,5,352,3,failure,no
44,blue-collar,married,secondary,no,1343,yes,yes,cellular,8,414,2,287,2,failure,no
56,management,divorced,tertiary,no,3885,yes,no,cellular,10,51,1,-1,0,unknown,no
40,services,single,secondary,no,888,yes,no,unknown,12,169,2,-1,0,unknown,no
19,student,single,secondary,no,394,no,no,cellular,5,327,3,-1,0,unknown,yes
58,admin.,divorced,secondary,no,3337,yes,no,telephone,8,369,2,690,3,failure,yes
59,blue-collar,married,primary,no,6271,yes,no,cellular,25,102,5,-1,0,unknown,no
34,entrepreneur,married,tertiary,no,10350,yes,no,unknown,8,187,3,-1,0,unknown,no
30,blue-collar,married,secondary,no,8,yes,no,cellular,19,473,1,-1,0,unknown,no
30,technician,single,secondary,no,0,no,no,cellular,22,79,5,-1,0,unknown,no
35,management,single,unknown,no,121,yes,no,cellular,5,245,5,-1,0,unknown,no
50,management,divorced,tertiary,no,1349,yes,yes,cellular,28,326,1,-1,0,unknown,no
40,entrepreneur,married,primary,no,4674,no,no,unknown,5,160,2,-1,0,unknown,no
45,admin.,married,secondary,no,3307,no,no,cellular,30,129,2,-1,0,unknown,no
33,management,married,tertiary,no,1047,no,no,cellular,8,512,4,-1,0,unknown,yes
37,management,married,tertiary,no,1170,no,yes,unknown,17,153,3,-1,0,unknown,no
42,admin.,single,tertiary,no,634,no,no,cellular,31,451,2,-1,0,unknown,no
31,management,married,tertiary,no,1126,no,no,unknown,14,20,1,-1,0,unknown,no
33,management,divorced,tertiary,no,-848,yes,no,telephone,9,12,12,256,2,other,no
47,admin.,married,secondary,no,175,yes,no,cellular,15,236,4,262,7,failure,no
60,blue-collar,married,secondary,no,1433,no,no,cellular,8,124,4,-1,0,unknown,no
27,housemaid,married,secondary,yes,65,yes,yes,cellular,17,59,1,-1,0,unknown,no
41,management,married,tertiary,no,527,no,no,cellular,22,96,1,-1,0,unknown,no
56,admin.,married,secondary,no,105,no,no,telephone,15,80,2,-1,0,unknown,no
29,admin.,married,secondary,no,795,yes,yes,cellular,10,270,2,-1,0,unknown,no
31,management,single,tertiary,no,44128,no,no,cellular,21,74,1,-1,0,unknown,no
57,retired,divorced,secondary,no,316,no,no,cellular,28,935,2,-1,0,unknown,no
36,blue-collar,married,secondary,yes,0,no,yes,unknown,17,138,5,-1,0,unknown,no
39,management,married,primary,no,13,no,no,unknown,2,59,4,-1,0,unknown,no
29,services,married,primary,no,549,yes,no,cellular,5,205,1,245,2,failure,no
36,services,married,secondary,no,0,yes,no,cellular,16,276,4,-1,0,unknown,no
41,blue-collar,married,primary,no,951,yes,no,cellular,20,23,4,-1,0,unknown,no
35,blue-collar,married,secondary,no,496,yes,no,cellular,18,135,3,-1,0,unknown,no
55,management,married,tertiary,no,2960,yes,no,cellular,31,81,1,98,11,other,no
60,technician,married,secondary,no,2041,no,no,telephone,28,108,7,-1,0,unknown,no
56,management,divorced,tertiary,no,2037,no,no,cellular,6,160,1,91,5,success,no
34,management,divorced,tertiary,no,2279,yes,yes,cellular,20,138,2,150,4,other,no
42,management,married,tertiary,no,-1,yes,yes,telephone,8,185,1,-1,0,unknown,no
44,blue-collar,married,secondary,no,294,yes,no,unknown,19,66,2,-1,0,unknown,no
40,self-employed,married,tertiary,no,13669,no,no,cellular,15,138,1,136,8,other,no
54,retired,single,secondary,no,129,no,yes,cellular,28,867,2,-1,0,unknown,yes
59,management,married,tertiary,no,3779,no,no,cellular,18,93,3,-1,0,unknown,no
36,technician,single,unknown,no,0,yes,no,unknown,29,148,1,-1,0,unknown,no
29,technician,single,secondary,no,590,no,no,cellular,27,81,1,94,1,success,yes
49,services,married,secondary,no,2201,yes,no,unknown,15,233,3,-1,0,unknown,no
30,services,married,tertiary,no,523,yes,no,unknown,23,253,2,-1,0,unknown,no
51,blue-collar,divorced,primary,no,57,yes,yes,cellular,7,355,1,-1,0,unknown,no
46,management,married,tertiary,no,625,yes,no,unknown,6,127,1,-1,0,unknown,no
24,technician,single,secondary,no,-46,yes,no,unknown,19,23,1,-1,0,unknown,no
39,technician,single,secondary,no,614,yes,no,cellular,2,166,1,258,1,failure,no
43,blue-collar,married,primary,no,555,yes,no,cellular,12,175,2,369,2,failure,no
59,retired,married,primary,no,0,no,no,unknown,18,1009,1,-1,0,unknown,no
58,retired,married,primary,no,282,yes,no,cellular,28,40,4,-1,0,unknown,no
49,technician,married,secondary,no,2497,yes,no,unknown,29,99,1,-1,0,unknown,no
40,technician,married,tertiary,no,103,yes,no,unknown,8,135,2,-1,0,unknown,no
40,blue-collar,married,primary,no,-48,yes,no,cellular,12,113,1,-1,0,unknown,no
38,management,married,tertiary,no,1021,no,no,cellular,20,87,3,-1,0,unknown,no
30,blue-collar,divorced,secondary,no,4591,yes,no,cellular,19,89,1,175,1,other,no
32,management,single,tertiary,no,7290,yes,no,cellular,18,357,1,-1,0,unknown,yes
30,entrepreneur,married,secondary,no,2551,yes,no,unknown,5,142,2,-1,0,unknown,no
59,retired,divorced,secondary,no,602,no,no,unknown,20,89,3,-1,0,unknown,no
25,blue-collar,single,secondary,no,51,yes,no,cellular,6,70,3,356,4,other,no
35,self-employed,married,primary,no,2086,yes,no,cellular,21,254,7,-1,0,unknown,no
29,management,single,tertiary,no,1739,yes,no,cellular,3,114,1,-1,0,unknown,no
38,admin.,single,secondary,no,435,no,no,unknown,19,117,2,-1,0,unknown,no
35,technician,married,tertiary,no,712,yes,no,unknown,27,73,2,-1,0,unknown,no
49,management,divorced,tertiary,no,9326,yes,no,unknown,3,166,1,-1,0,unknown,no
45,blue-collar,single,primary,no,116,no,no,unknown,13,122,1,-1,0,unknown,yes
74,retired,married,primary,no,0,no,no,telephone,4,113,1,-1,0,unknown,no
40,management,married,tertiary,no,-130,yes,no,unknown,28,154,2,-1,0,unknown,no
37,management,single,tertiary,no,-670,yes,no,cellular,16,240,1,-1,0,unknown,no
47,services,married,secondary,no,439,yes,no,cellular,20,156,12,-1,0,unknown,no
54,retired,married,secondary,no,153,yes,yes,unknown,26,74,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,2845,yes,no,unknown,12,182,2,-1,0,unknown,no
32,blue-collar,married,secondary,no,99,yes,no,cellular,15,166,2,-1,0,unknown,no
33,technician,single,secondary,no,121,no,no,cellular,26,210,6,-1,0,unknown,no
33,management,single,tertiary,no,2637,no,no,cellular,28,583,17,-1,0,unknown,yes
39,technician,married,secondary,no,1,yes,no,unknown,26,506,2,-1,0,unknown,no
36,technician,married,tertiary,no,341,no,no,cellular,12,419,2,183,1,success,yes
38,self-employed,married,secondary,no,215,yes,no,cellular,20,70,1,167,1,failure,no
47,services,single,secondary,no,870,yes,no,cellular,9,36,7,-1,0,unknown,no
42,blue-collar,single,primary,no,92,no,no,cellular,30,86,2,-1,0,unknown,no
40,services,married,secondary,no,-345,yes,no,cellular,24,39,2,-1,0,unknown,no
48,services,married,secondary,no,1555,no,no,cellular,2,121,1,-1,0,unknown,no
57,blue-collar,married,secondary,no,25,yes,no,cellular,13,378,2,359,1,failure,no
47,technician,married,secondary,no,3973,no,no,cellular,6,732,2,-1,0,unknown,no
57,blue-collar,married,primary,no,60,no,no,unknown,5,90,1,-1,0,unknown,no
40,technician,single,tertiary,no,250,yes,no,cellular,1,107,1,-1,0,unknown,no
58,retired,married,tertiary,no,138,no,no,cellular,7,143,1,346,5,failure,no
33,management,divorced,tertiary,no,47,no,no,cellular,21,86,3,-1,0,unknown,no
41,blue-collar,married,secondary,no,680,yes,no,unknown,15,173,2,-1,0,unknown,no
43,management,married,primary,no,62,yes,no,cellular,18,96,3,-1,0,unknown,no
56,retired,married,secondary,no,2749,yes,yes,cellular,17,38,1,172,2,failure,no
26,management,single,tertiary,no,2786,no,no,cellular,3,300,2,72,1,success,yes
45,management,married,tertiary,no,0,yes,no,cellular,5,469,2,342,1,failure,no
35,blue-collar,married,primary,no,208,yes,no,unknown,23,247,3,-1,0,unknown,no
51,self-employed,married,unknown,no,2094,no,no,cellular,8,458,6,-1,0,unknown,yes
38,management,married,unknown,no,3576,no,no,cellular,26,579,1,-1,0,unknown,yes
45,unemployed,married,primary,no,2,no,no,cellular,4,413,1,-1,0,unknown,no
29,blue-collar,single,primary,no,10,no,no,cellular,14,135,3,-1,0,unknown,no
36,technician,married,tertiary,no,82,yes,no,cellular,29,45,4,-1,0,unknown,no
33,technician,single,secondary,no,1746,yes,no,unknown,26,152,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,-6,yes,no,unknown,3,161,1,-1,0,unknown,no
50,blue-collar,married,primary,no,1290,yes,no,unknown,30,65,14,-1,0,unknown,no
30,management,married,tertiary,no,2994,yes,no,cellular,26,156,1,137,1,other,no
40,blue-collar,married,secondary,no,1074,yes,no,cellular,9,90,2,-1,0,unknown,no
40,management,single,tertiary,no,1845,yes,no,unknown,3,134,3,-1,0,unknown,no
32,entrepreneur,married,primary,no,795,no,no,cellular,8,131,3,-1,0,unknown,no
38,management,single,tertiary,no,1373,no,no,cellular,22,119,4,-1,0,unknown,no
52,blue-collar,married,secondary,no,6429,no,no,telephone,18,138,4,-1,0,unknown,no
51,management,married,tertiary,no,22557,yes,no,telephone,23,71,3,-1,0,unknown,no
37,blue-collar,married,secondary,no,1330,no,no,cellular,30,390,1,-1,0,unknown,yes
30,blue-collar,single,primary,no,4009,yes,no,unknown,23,260,4,-1,0,unknown,no
38,blue-collar,married,secondary,no,222,yes,yes,cellular,7,164,5,-1,0,unknown,no
48,blue-collar,married,secondary,no,1562,no,no,unknown,17,50,2,-1,0,unknown,no
53,technician,married,secondary,no,1738,no,yes,cellular,21,168,2,-1,0,unknown,no
52,blue-collar,divorced,primary,no,1250,no,no,unknown,16,342,1,-1,0,unknown,no
35,management,single,secondary,no,6809,yes,no,unknown,9,750,7,-1,0,unknown,no
53,services,married,secondary,no,341,no,no,cellular,12,90,2,104,2,success,no
39,services,married,secondary,no,208,no,yes,cellular,9,122,2,-1,0,unknown,no
32,unemployed,single,secondary,no,1249,yes,no,cellular,20,160,1,171,4,other,no
32,student,single,unknown,no,640,no,no,cellular,17,49,2,134,1,failure,no
32,entrepreneur,married,unknown,no,73,yes,no,cellular,9,175,1,-1,0,unknown,no
55,management,married,primary,no,1446,no,no,unknown,17,135,1,-1,0,unknown,no
46,services,married,primary,no,741,no,no,unknown,17,161,3,-1,0,unknown,no
32,admin.,single,secondary,no,-267,no,yes,cellular,7,98,1,-1,0,unknown,no
28,blue-collar,single,primary,no,2340,yes,no,unknown,19,399,1,-1,0,unknown,no
43,management,divorced,secondary,no,311,no,no,unknown,6,92,1,-1,0,unknown,no
35,technician,married,secondary,no,2201,no,no,telephone,12,350,1,-1,0,unknown,yes
73,retired,married,secondary,no,2850,no,no,cellular,17,300,1,40,8,failure,yes
54,blue-collar,married,primary,no,6191,no,no,cellular,19,102,2,-1,0,unknown,no
33,blue-collar,married,secondary,no,529,yes,no,unknown,28,198,3,-1,0,unknown,no
26,technician,married,secondary,no,351,yes,no,unknown,2,758,3,-1,0,unknown,no
44,technician,married,tertiary,no,0,no,no,cellular,14,41,2,-1,0,unknown,no
50,blue-collar,married,primary,no,749,no,no,unknown,8,297,2,-1,0,unknown,no
43,blue-collar,married,unknown,no,24,yes,no,unknown,13,23,2,-1,0,unknown,no
51,admin.,married,secondary,no,3025,no,no,cellular,7,476,1,352,1,other,yes
34,technician,married,tertiary,no,11752,yes,no,cellular,15,149,7,-1,0,unknown,no
36,blue-collar,married,secondary,no,779,yes,no,cellular,11,240,1,-1,0,unknown,no
29,admin.,married,secondary,no,943,yes,no,unknown,4,355,1,-1,0,unknown,no
29,services,single,secondary,no,3331,yes,no,cellular,20,13,4,327,2,failure,no
28,services,single,secondary,no,-358,yes,no,unknown,26,253,2,-1,0,unknown,no
57,retired,married,primary,no,70,yes,yes,unknown,16,186,5,-1,0,unknown,no
38,unemployed,married,primary,no,7005,yes,no,cellular,25,696,1,202,2,success,yes
37,services,married,secondary,no,343,yes,yes,cellular,7,74,7,-1,0,unknown,no
40,technician,married,secondary,no,372,yes,no,cellular,13,100,2,-1,0,unknown,no
21,student,single,secondary,no,546,no,no,unknown,17,94,1,-1,0,unknown,no
52,management,married,tertiary,no,7900,yes,no,cellular,20,90,2,-1,0,unknown,no
37,management,married,tertiary,no,6743,no,no,cellular,28,13,13,-1,0,unknown,no
53,technician,married,secondary,no,-725,yes,no,unknown,27,1205,1,-1,0,unknown,yes
55,management,married,secondary,no,2410,yes,no,cellular,17,135,1,-1,0,unknown,no
47,admin.,married,secondary,no,2152,no,no,cellular,2,138,1,-1,0,unknown,no
35,entrepreneur,single,tertiary,no,-15,yes,no,unknown,21,554,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,1550,no,no,cellular,31,17,3,-1,0,unknown,no
49,admin.,married,secondary,no,197,yes,no,cellular,23,125,1,101,3,success,no
26,services,single,tertiary,no,0,no,yes,telephone,1,261,4,-1,0,unknown,yes
37,management,single,tertiary,no,102,yes,no,cellular,6,445,1,258,2,failure,yes
62,retired,married,primary,no,1515,yes,no,cellular,19,131,1,187,2,failure,no
37,blue-collar,married,unknown,no,-118,yes,no,cellular,18,21,2,-1,0,unknown,no
31,services,married,secondary,no,0,yes,yes,cellular,21,270,4,-1,0,unknown,no
59,retired,married,primary,yes,-1,no,no,cellular,5,229,2,-1,0,unknown,no
38,technician,married,secondary,no,0,yes,yes,cellular,7,500,5,-1,0,unknown,no
32,management,married,tertiary,no,169,no,yes,cellular,20,119,2,-1,0,unknown,no
52,management,married,secondary,no,2216,yes,yes,cellular,14,161,1,332,8,failure,no
72,retired,married,primary,no,0,no,no,cellular,29,215,2,-1,0,unknown,no
32,self-employed,single,secondary,no,518,yes,no,cellular,18,34,7,-1,0,unknown,no
46,services,married,secondary,no,25,no,yes,unknown,25,167,2,-1,0,unknown,no
35,management,married,tertiary,no,122,no,no,cellular,7,179,4,-1,0,unknown,no
32,management,married,tertiary,no,3158,no,yes,cellular,5,142,1,-1,0,unknown,no
41,management,married,tertiary,no,9935,no,no,telephone,21,49,1,-1,0,unknown,no
31,technician,single,secondary,no,388,no,no,cellular,21,115,2,-1,0,unknown,no
32,technician,married,unknown,no,14533,no,no,cellular,31,646,3,198,2,success,no
34,entrepreneur,married,tertiary,no,121,yes,no,telephone,18,57,6,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,889,no,yes,unknown,18,362,1,-1,0,unknown,no
31,management,single,tertiary,no,16,no,no,cellular,20,73,1,-1,0,unknown,no
45,management,married,tertiary,no,6945,no,no,cellular,5,131,5,356,3,failure,no
42,technician,divorced,secondary,no,19,no,no,cellular,20,875,4,-1,0,unknown,yes
45,blue-collar,married,primary,no,1227,no,no,unknown,5,127,3,-1,0,unknown,no
27,services,single,secondary,no,-151,no,no,cellular,8,283,2,-1,0,unknown,no
54,retired,divorced,tertiary,no,726,no,no,cellular,28,246,1,-1,0,unknown,no
24,admin.,single,tertiary,no,-61,no,no,cellular,11,95,4,-1,0,unknown,yes
75,retired,married,primary,no,2970,no,no,cellular,12,641,1,-1,0,unknown,yes
26,student,single,secondary,no,268,yes,no,unknown,20,77,2,-1,0,unknown,no
39,admin.,married,secondary,no,1408,yes,no,cellular,17,306,1,-1,0,unknown,no
50,services,divorced,secondary,no,145,yes,no,unknown,8,170,1,-1,0,unknown,no
47,unknown,married,unknown,no,0,no,no,unknown,6,466,2,-1,0,unknown,no
35,technician,divorced,secondary,no,0,no,no,unknown,21,162,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,870,no,no,cellular,10,58,1,-1,0,unknown,no
42,management,married,tertiary,no,744,no,no,unknown,6,157,1,-1,0,unknown,no
